"Institution","Acad Group","Acad Org","Subject","Catalog","Course Title","Descr of Pre/Co-requisites","Line","Logical Connector","LP","Line Type","Rqs Type","Req Subject","Req Catalog","Min Grade","Min GPA","Min Units","Cond Code","Operator","Value","RP","Allow In-Progress","Allow Trnsfr Crdt","Allow Test Crdt","Allow Othr Crdt","Allow Equiv Course","Consent","Eff Date","Rqrmnt","Value","Institution","Acad Group","Subject","Catalog","Ptrn Type","Course ID","Designation","Parenth","Min Course","Trnsfr Lvl","In GPA crs","Excl In-Progrss","Min Points","Min Units","Valid Beg","Valid End","Term","Assoc","Topic ID","Test ID","Component","Score","Key"
"QNS01","SOCSC","ACCT-QC","ACCT"," 355","Acct Intl Envir","PRE: ACCT 306 AND ACCT 311, BOTH WITH GRADES OF C OR BETTER, AND OPEN TO SENIORS ONLY.  NOT OPEN TO STUDENTS WHO HAVE RECEIVED CREDIT FOR BUS 255.","0050","And","","Requiremnt","Pre-Rqs","","","","0.000","0.00","","","","","Y","Y","Y","Y","","No Consent","04/04/2013","000002104","","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0005"
"QNS01","SOCSC","ACCT-QC","ACCT"," 362","Business Law II","PRE: ACCT 261(fomerly 361)  GRADE C OR ABOVE AND JUNIOR STANDING OR ABOVE","0010","","(","Course","Pre-Rqs","ACCT"," 361","C","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/04/2013","","","QNS01","","","","SMPL","003024","","(","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","SOCSC","ACCT-QC","ACCT"," 362","Business Law II","PRE: ACCT 261(fomerly 361)  GRADE C OR ABOVE AND JUNIOR STANDING OR ABOVE","0020","Or","","Course","Pre-Rqs","ACCT"," 261","C","0.000","0.00","","","",")","Y","Y","Y","Y","Y","No Consent","04/04/2013","","","QNS01","","","","SMPL","003011","",")","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0005"
"QNS01","SOCSC","ACCT-QC","ACCT"," 362","Business Law II","PRE: ACCT 261(fomerly 361)  GRADE C OR ABOVE AND JUNIOR STANDING OR ABOVE","0030","And","(","Condition","","","","C","0.000","0.00","Acad Level","> or =","Lower JR","","Y","Y","Y","Y","","No Consent","04/04/2013","","31","QNS01","","","","SMPL","","","(","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","SOCSC","ACCT-QC","ACCT"," 362","Business Law II","PRE: ACCT 261(fomerly 361)  GRADE C OR ABOVE AND JUNIOR STANDING OR ABOVE","0040","Or","","Condition","","","","C","0.000","0.00","Acad Level","Equal","5th Year",")","Y","Y","Y","Y","","No Consent","04/04/2013","","05","QNS01","","","","SMPL","","",")","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0004"
"QNS01","SOCSC","ACCT-QC","ACCT"," 362W","Business Law II","PRE:  ACCT 261 (formerly ACCT 361) with a grade of C or better, ENGL 110 and Junior standing or  above","0010","","(","Course","Pre-Rqs","ACCT"," 261","C","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/2017","","","QNS01","","","","SMPL","003011","","(","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","SOCSC","ACCT-QC","ACCT"," 362W","Business Law II","PRE:  ACCT 261 (formerly ACCT 361) with a grade of C or better, ENGL 110 and Junior standing or  above","0020","Or","","Course","Pre-Rqs","ACCT"," 361","C","0.000","0.00","","","",")","Y","Y","Y","Y","Y","No Consent","01/01/2017","","","QNS01","","","","SMPL","003024","",")","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","SOCSC","ACCT-QC","ACCT"," 362W","Business Law II","PRE:  ACCT 261 (formerly ACCT 361) with a grade of C or better, ENGL 110 and Junior standing or  above","0030","And","","Course","Pre-Rqs","ENGL"," 110","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/2017","","","QNS01","","","","SMPL","007747","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","SOCSC","ACCT-QC","ACCT"," 362W","Business Law II","PRE:  ACCT 261 (formerly ACCT 361) with a grade of C or better, ENGL 110 and Junior standing or  above","0040","And","","Condition","","","","","0.000","0.00","Acad Level","> or =","Lower JR","","Y","Y","Y","Y","","No Consent","01/01/2017","","31","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0004"
"QNS01","SOCSC","ACCT-QC","ACCT"," 363","Business Law III","PRE: ACCT 362 OR 362W WITH GRADE OF C OR BETTER AND SENIOR STANDING","0010","","(","Course","Pre-Rqs","ACCT"," 362","C","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/04/2013","","","QNS01","","","","SMPL","003025","","(","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","SOCSC","ACCT-QC","ACCT"," 363","Business Law III","PRE: ACCT 362 OR 362W WITH GRADE OF C OR BETTER AND SENIOR STANDING","0020","Or","","Course","Pre-Rqs","ACCT"," 362W","C","0.000","0.00","","","",")","Y","Y","Y","Y","Y","No Consent","04/04/2013","","","QNS01","","","","SMPL","003026","",")","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","SOCSC","ACCT-QC","ACCT"," 363","Business Law III","PRE: ACCT 362 OR 362W WITH GRADE OF C OR BETTER AND SENIOR STANDING","0030","And","(","Condition","","","","","0.000","0.00","Acad Level","> or =","Lower SR","","Y","Y","Y","Y","","No Consent","04/04/2013","","41","QNS01","","","","SMPL","","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0004"
"QNS01","SOCSC","ACCT-QC","ACCT"," 363","Business Law III","PRE: ACCT 362 OR 362W WITH GRADE OF C OR BETTER AND SENIOR STANDING","0040","Or","","Condition","","","","","0.000","0.00","Acad Level","Equal","5th Year",")","Y","Y","Y","Y","","No Consent","04/04/2013","","05","QNS01","","","","SMPL","","",")","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0005"
"QNS01","SOCSC","ACCT-QC","ACCT"," 367","Fed & Ny State Tax","PRE:  ACCT 102 (C OR ABOVE) AND SENIOR STANDING","0010","","","Course","Pre-Rqs","ACCT"," 102","C","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","04/03/2013","","","QNS01","","","","SMPL","003008","","","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","SOCSC","ACCT-QC","ACCT"," 367","Fed & Ny State Tax","PRE:  ACCT 102 (C OR ABOVE) AND SENIOR STANDING","0020","And","(","Condition","","","","","0.000","0.00","Acad Level","> or =","Lower SR","","Y","Y","Y","Y","","No Consent","04/03/2013","","41","QNS01","","","","SMPL","","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","SOCSC","ACCT-QC","ACCT"," 367","Fed & Ny State Tax","PRE:  ACCT 102 (C OR ABOVE) AND SENIOR STANDING","0030","Or","","Condition","","","","","0.000","0.00","Acad Level","Equal","5th Year",")","Y","Y","Y","Y","","No Consent","04/03/2013","","05","QNS01","","","","SMPL","","",")","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","SOCSC","ACCT-QC","ACCT"," 368","Trust and Estate Accounting","PRE: ACCT 367 WITH GRADE OF C OR BETTER, AND JUNIOR STANDING OR GREATER","0010","","","Course","Pre-Rqs","ACCT"," 367","C","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/1901","","","QNS01","","","","SMPL","002990","","","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","SOCSC","ACCT-QC","ACCT"," 368","Trust and Estate Accounting","PRE: ACCT 367 WITH GRADE OF C OR BETTER, AND JUNIOR STANDING OR GREATER","0020","And","(","Condition","","","","C","0.000","0.00","Acad Level","> or =","Lower JR","","Y","Y","Y","Y","","No Consent","01/01/1901","","31","QNS01","","","","SMPL","","","(","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","SOCSC","ACCT-QC","ACCT"," 368","Trust and Estate Accounting","PRE: ACCT 367 WITH GRADE OF C OR BETTER, AND JUNIOR STANDING OR GREATER","0030","Or","","Condition","","","","C","0.000","0.00","Acad Level","Equal","5th Year",")","Y","Y","Y","Y","","No Consent","01/01/1901","","05","QNS01","","","","SMPL","","",")","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","SOCSC","ACCT-QC","ACCT"," 369","Gift and Estate Taxation","PRE: ACCT 367 OR ACCT 368, WITH GRADES OF C OR BETTER","0010","","(","Course","Pre-Rqs","ACCT"," 367","C","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/1901","","","QNS01","","","","SMPL","002990","","(","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","SOCSC","ACCT-QC","ACCT"," 369","Gift and Estate Taxation","PRE: ACCT 367 OR ACCT 368, WITH GRADES OF C OR BETTER","0020","Or","","Course","Pre-Rqs","ACCT"," 368","C","0.000","0.00","","","",")","Y","Y","Y","Y","Y","No Consent","01/01/1901","","","QNS01","","","","SMPL","003031","",")","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","SOCSC","ACCT-QC","ACCT"," 372","Gov & Not for Profit Acct&Aud","PRE: ACCT 202 (C OR ABOVE) & Junior Standing or above","0010","","","Course","Pre-Rqs","ACCT"," 202","C","0.000","2.00","","","","","Y","Y","Y","Y","Y","No Consent","04/10/2013","","","QNS01","","","","SMPL","003010","","","1.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","SOCSC","ACCT-QC","ACCT"," 372","Gov & Not for Profit Acct&Aud","PRE: ACCT 202 (C OR ABOVE) & Junior Standing or above","0020","And","(","Condition","","","","","0.000","0.00","Acad Level","> or =","Lower JR","","Y","Y","Y","Y","","No Consent","04/10/2013","","31","QNS01","","","","SMPL","","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","SOCSC","ACCT-QC","ACCT"," 372","Gov & Not for Profit Acct&Aud","PRE: ACCT 202 (C OR ABOVE) & Junior Standing or above","0030","Or","","Condition","","","","","0.000","0.00","Acad Level","Equal","5th Year",")","Y","Y","Y","Y","","No Consent","04/10/2013","","05","QNS01","","","","SMPL","","",")","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","SOCSC","ACCT-QC","ACCT"," 373","Comm & Ethics for Acct","PRE: ACCT 311 WITH GRADE OF C OR BETTER AND SENIOR STANDING","0010","","","Course","Pre-Rqs","ACCT"," 311","C","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/1901","","","QNS01","","","","SMPL","003015","","","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","SOCSC","ACCT-QC","ACCT"," 373","Comm & Ethics for Acct","PRE: ACCT 311 WITH GRADE OF C OR BETTER AND SENIOR STANDING","0020","And","(","Condition","","","","C","0.000","0.00","Acad Level","> or =","Lower SR","","Y","Y","Y","Y","","No Consent","01/01/1901","","41","QNS01","","","","SMPL","","","(","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","SOCSC","ACCT-QC","ACCT"," 373","Comm & Ethics for Acct","PRE: ACCT 311 WITH GRADE OF C OR BETTER AND SENIOR STANDING","0030","Or","","Condition","","","","C","0.000","0.00","Acad Level","Equal","5th Year",")","Y","Y","Y","Y","","No Consent","01/01/1901","","05","QNS01","","","","SMPL","","",")","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","SOCSC","ACCT-QC","ACCT"," 382","Sem Adv Mnge Acct Th","PRE: ACCT 202 AND ACCT 306, BOTH WITH GRADES OF C OR BETTER","0010","","","Course","Pre-Rqs","ACCT"," 202","C","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/1901","","","QNS01","","","","SMPL","003010","","","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","SOCSC","ACCT-QC","ACCT"," 382","Sem Adv Mnge Acct Th","PRE: ACCT 202 AND ACCT 306, BOTH WITH GRADES OF C OR BETTER","0020","And","","Course","Pre-Rqs","ACCT"," 306","C","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/1901","","","QNS01","","","","SMPL","003014","","","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","SOCSC","ACCT-QC","ACCT"," 393W","Seminar in Accounting","PRE: ENGL 110 and successful completion of ACCT 391 and 392 with grades of C or better, and permission of the department.","0010","","(","Course","Pre-Rqs","ACCT","3911","C","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/2017","","","QNS01","","","","SMPL","003040","","(","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","SOCSC","ACCT-QC","ACCT"," 393W","Seminar in Accounting","PRE: ENGL 110 and successful completion of ACCT 391 and 392 with grades of C or better, and permission of the department.","0020","Or","","Course","Pre-Rqs","ACCT","3912","C","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/2017","","","QNS01","","","","SMPL","003041","","","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0004"
"QNS01","SOCSC","ACCT-QC","ACCT"," 393W","Seminar in Accounting","PRE: ENGL 110 and successful completion of ACCT 391 and 392 with grades of C or better, and permission of the department.","0030","Or","","Course","Pre-Rqs","ACCT","3913","C","0.000","0.00","","","",")","Y","Y","Y","Y","Y","No Consent","01/01/2017","","","QNS01","","","","SMPL","003042","",")","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0005"
"QNS01","SOCSC","ACCT-QC","ACCT"," 393W","Seminar in Accounting","PRE: ENGL 110 and successful completion of ACCT 391 and 392 with grades of C or better, and permission of the department.","0040","And","(","Course","Pre-Rqs","ACCT","3921","C","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/2017","","","QNS01","","","","SMPL","003044","","(","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0006"
"QNS01","SOCSC","ACCT-QC","ACCT"," 393W","Seminar in Accounting","PRE: ENGL 110 and successful completion of ACCT 391 and 392 with grades of C or better, and permission of the department.","0050","Or","","Course","Pre-Rqs","ACCT","3922","C","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/2017","","","QNS01","","","","SMPL","003045","","","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0007"
"QNS01","SOCSC","ACCT-QC","ACCT"," 393W","Seminar in Accounting","PRE: ENGL 110 and successful completion of ACCT 391 and 392 with grades of C or better, and permission of the department.","0060","Or","","Course","Pre-Rqs","ACCT","3923","C","0.000","0.00","","","",")","Y","Y","Y","Y","Y","No Consent","01/01/2017","","","QNS01","","","","SMPL","003046","",")","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0008"
"QNS01","SOCSC","ACCT-QC","ACCT"," 393W","Seminar in Accounting","PRE: ENGL 110 and successful completion of ACCT 391 and 392 with grades of C or better, and permission of the department.","0070","And","","Course","Pre-Rqs","ENGL"," 110","C","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/2017","","","QNS01","","","","SMPL","007747","","","0.00","ALL","N","N","2.00","0.00","","","","0","0","","","0.00","0009"
"QNS01","SOCSC","ACCT-QC","ACCT"," 398","Internship","Permission of the chair. Open only to Accounting majors who are at least lower juniors with a major GPA of at least 3.0","0010","","(","Condition","","","","","0.000","0.00","Acad Level","> or =","Lower JR","","Y","Y","Y","Y","","Dept Cnsnt","06/25/2018","","31","QNS01","","","","SMPL","","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","SOCSC","ACCT-QC","ACCT"," 398","Internship","Permission of the chair. Open only to Accounting majors who are at least lower juniors with a major GPA of at least 3.0","0020","Or","","Condition","","","","","0.000","0.00","Acad Level","Equal","5th Year",")","Y","Y","Y","Y","","Dept Cnsnt","06/25/2018","","05","QNS01","","","","SMPL","","",")","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","SOCSC","ACCT-QC","ACCT"," 398","Internship","Permission of the chair. Open only to Accounting majors who are at least lower juniors with a major GPA of at least 3.0","0030","And","","Condition","","","","","0.000","0.00","Acad Plan","Equal","ACCT-BA","","Y","Y","Y","Y","","Dept Cnsnt","06/25/2018","","ACCT-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","SOCSC","ACCT-QC","ACCT"," 498","Accounting Major Elective Crs","","","","","","","","","","","","","","","","","","","","","No Consent","07/23/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","SOCSC","ACCT-QC","ACCT"," 499","Accounting Elective","","","","","","","","","","","","","","","","","","","","","No Consent","07/23/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","SOCSC","ACCT-QC","ACCT"," 600","Fin Acct Thry& Prc -1","","","","","","","","","","","","","","","","","","","","","No Consent","10/19/2011","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","SOCSC","ACCT-QC","ACCT"," 601","Fin Acct Thry&Prac-2","PRE: ACCT 600","0010","","","Course","Pre-Rqs","ACCT"," 600","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","10/19/2011","","","QNS01","","","","SMPL","003053","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","SOCSC","ACCT-QC","ACCT"," 602","Fin Acct Thry& Prac-3","PRE: ACCT 601","0010","","","Course","Pre-Rqs","ACCT"," 601","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/1901","","","QNS01","","","","SMPL","003054","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","SOCSC","ACCT-QC","ACCT"," 603","Concepts of Managerial Acct","PRE: ACCT 602","0010","","","Course","Pre-Rqs","ACCT"," 602","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","10/19/2011","","","QNS01","","","","SMPL","003055","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","SOCSC","ACCT-QC","ACCT"," 604","Concpt Audit & Comp Audit","PRE: ACCT 601 AND COREQ: ACCT 602","0010","","","Course","Pre-Rqs","ACCT"," 601","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","10/19/2011","","","QNS01","","","","SMPL","003054","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","SOCSC","ACCT-QC","ACCT"," 604","Concpt Audit & Comp Audit","PRE: ACCT 601 AND COREQ: ACCT 602","0020","And","","Course","Co-Rqs","ACCT"," 602","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","10/19/2011","","","QNS01","","","","SMPL","003055","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","SOCSC","ACCT-QC","ACCT"," 605","Introduction to Business Law","","","","","","","","","","","","","","","","","","","","","No Consent","10/19/2011","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","SOCSC","ACCT-QC","ACCT"," 606","Fed & Nys Taxes On Income","","","","","","","","","","","","","","","","","","","","","No Consent","10/19/2011","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","SOCSC","ACCT-QC","ACCT"," 701","Risk Management","","","","","","","","","","","","","","","","","","","","","Inst Cnsnt","11/12/2010","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","SOCSC","ACCT-QC","ACCT"," 702","Acct For Risk Mgmt","","","","","","","","","","","","","","","","","","","","","No Consent","11/12/2010","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","SOCSC","ACCT-QC","ACCT"," 703","Risk Mgmt- Invest & Mrkt Risk","","","","","","","","","","","","","","","","","","","","","No Consent","11/12/2010","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","SOCSC","ACCT-QC","ACCT"," 704","Risk Measurement","","","","","","","","","","","","","","","","","","","","","No Consent","11/12/2010","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","SOCSC","ACCT-QC","ACCT"," 705","Risk Trans To Fin Mkts","","","","","","","","","","","","","","","","","","","","","No Consent","11/12/2010","","","","","","","","","","","","","","","","","","","","","","","","",""
